ancient-universe-3, 11540.0
desert-capybara-4, 9740.0
, 
{battle_zone}_j{0}_{1}, 
battle_zone_j0_1, 11540.0
battle_zone_j0_10, |
battle_zone_j0_10, 8060.0
battle_zone_j0_1, 11540.0
battle_zone_j0_2, 7470.0
battle_zone_j0_3, 17180.0
battle_zone_j0_4, 17340.0
battle_zone_j0_5, 14300.0
battle_zone_j0_6, 20910.0
battle_zone_j0_7, 16030.0
battle_zone_j0_8, 18790.0
battle_zone_j0_9, 23610.0
battle_zone_j1_10, 4980.0
battle_zone_j1_1, 11260.0
battle_zone_j1_2, 11580.0
battle_zone_j1_3, 12690.0
battle_zone_j1_4, 6320.0
battle_zone_j1_5, 16680.0
battle_zone_j1_6, 2970.0
battle_zone_j1_7, 13700.0
battle_zone_j1_8, 13170.0
battle_zone_j1_9, 15710.0
battle_zone_j2_10, 16970.0
battle_zone_j2_1, 14510.0
battle_zone_j2_2, 10270.0
battle_zone_j2_3, 6690.0
battle_zone_j2_4, 15980.0
battle_zone_j2_5, 12070.0
battle_zone_j2_6, 9030.0
battle_zone_j2_7, 7230.0
battle_zone_j2_8, 14150.0
battle_zone_j2_9, 18300.0
battle_zone_j3_10, 14530.0
battle_zone_j3_1, 19560.0
battle_zone_j3_2, 8270.0
battle_zone_j3_3, 8110.0
battle_zone_j3_4, 8700.0
battle_zone_j3_5, 5660.0
battle_zone_j3_6, 17720.0
battle_zone_j3_7, 14660.0
battle_zone_j3_8, 19380.0
battle_zone_j3_9, 13430.0
battle_zone_j4_10, 16590.0
battle_zone_j4_1, 11320.0
battle_zone_j4_2, 13630.0
battle_zone_j4_3, 19320.0
battle_zone_j4_4, 13210.0
battle_zone_j4_5, 10270.0
battle_zone_j4_6, 12810.0
battle_zone_j4_7, 18300.0
battle_zone_j4_8, 17770.0
battle_zone_j4_9, 17090.0
battle_zone_j5_10, 10450.0
battle_zone_j5_1, 14090.0
battle_zone_j5_2, 19230.0
battle_zone_j5_3, 13370.0
battle_zone_j5_4, 14910.0
battle_zone_j5_5, 14020.0
battle_zone_j5_6, 17480.0
battle_zone_j5_7, 16320.0
battle_zone_j5_8, 18140.0
battle_zone_j5_9, 10520.0
