kangaroo_j0_10, 600.0
kangaroo_j0_1, 10704.0
kangaroo_j0_2, 1450.0
kangaroo_j0_3, 600.0
kangaroo_j0_4, 3050.0
kangaroo_j0_5, 400.0
kangaroo_j0_6, 600.0
kangaroo_j0_7, 602.0
kangaroo_j0_8, 358.0
kangaroo_j0_9, 9676.0
kangaroo_j1_10, 1672.0
kangaroo_j1_1, 338.0
kangaroo_j1_2, 1712.0
kangaroo_j1_3, 754.0
kangaroo_j1_4, 826.0
kangaroo_j1_5, 1432.0
kangaroo_j1_6, 602.0
kangaroo_j1_7, 1448.0
kangaroo_j1_8, 1396.0
kangaroo_j1_9, 1982.0
kangaroo_j2_10, 4296.0
kangaroo_j2_1, 600.0
kangaroo_j2_2, 5196.0
kangaroo_j2_3, 4396.0
kangaroo_j2_4, 3360.0
kangaroo_j2_5, 6636.0
kangaroo_j2_6, 600.0
kangaroo_j2_7, 2092.0
kangaroo_j2_8, 618.0
kangaroo_j2_9, 1874.0
kangaroo_j3_10, 1886.0
kangaroo_j3_1, 11096.0
kangaroo_j3_2, 2802.0
kangaroo_j3_3, 5448.0
kangaroo_j3_4, 5293.0
kangaroo_j3_5, 9426.0
kangaroo_j3_6, 9888.0
kangaroo_j3_7, 5392.0
kangaroo_j3_8, 3308.0
kangaroo_j3_9, 600.0
kangaroo_j4_10, 1010.0
kangaroo_j4_1, 9378.0
kangaroo_j4_2, 7588.0
kangaroo_j4_3, 8613.0
kangaroo_j4_4, 8334.0
kangaroo_j4_5, 786.0
kangaroo_j4_6, 798.0
kangaroo_j4_7, 956.0
kangaroo_j4_8, 3762.0
kangaroo_j4_9, 2316.0
kangaroo_j5_10, 6896.0
kangaroo_j5_1, 9959.0
kangaroo_j5_2, 6420.0
kangaroo_j5_3, 1538.0
kangaroo_j5_4, 1192.0
kangaroo_j5_5, 603.0
kangaroo_j5_6, 4930.0
kangaroo_j5_7, 3903.0
kangaroo_j5_8, 4026.0
kangaroo_j5_9, 938.0
