hero_j0_10, 3185.0
hero_j0_1, 3135.0
hero_j0_2, 3123.3
hero_j0_3, 7560.0
hero_j0_4, 7560.2
hero_j0_5, 75.0
hero_j0_6, 3164.0
hero_j0_7, 3135.0
hero_j0_8, 6134.5
hero_j0_9, 7687.1
hero_j1_10, 3135.0
hero_j1_1, 7514.15
hero_j1_2, 7567.2
hero_j1_3, 7573.2
hero_j1_4, 3135.0
hero_j1_5, 3184.5
hero_j1_6, 7515.75
hero_j1_7, 7528.4
hero_j1_8, 3130.2
hero_j1_9, 7631.9
hero_j2_10, 3184.0
hero_j2_1, 3185.0
hero_j2_2, 3142.7
hero_j2_3, 7560.0
hero_j2_4, 7561.6
hero_j2_5, 7471.25
hero_j2_6, 7560.0
hero_j2_7, 7459.2
hero_j2_8, 7560.0
hero_j2_9, 13439.3
hero_j3_10, 7560.4
hero_j3_1, 7560.4
hero_j3_2, 7471.8
hero_j3_3, 7560.0
hero_j3_4, 7563.6
hero_j3_5, 7524.15
hero_j3_6, 3185.0
hero_j3_7, 3135.0
hero_j3_8, 7560.0
hero_j3_9, 3184.5
hero_j4_10, 7197.95
hero_j4_1, 7512.9
hero_j4_2, 7521.6
hero_j4_3, 3135.0
hero_j4_4, 3135.0
hero_j4_5, 7523.7
hero_j4_6, 3226.75
hero_j4_7, 8822.65
hero_j4_8, 7560.0
hero_j4_9, 7558.0
hero_j5_10, 7560.4
hero_j5_1, 7542.3
hero_j5_2, 7310.4
hero_j5_3, 3128.8
hero_j5_4, 9222.3
hero_j5_5, 3150.3
hero_j5_6, 3135.0
hero_j5_7, 7546.95
hero_j5_8, 7560.4
hero_j5_9, 7609.4
