road_runner_j0_10, 15125.0
road_runner_j0_1, 1623.0
road_runner_j0_2, 16949.0
road_runner_j0_3, 19294.0
road_runner_j0_4, 11841.0
road_runner_j0_5, 14012.0
road_runner_j0_6, 8145.0
road_runner_j0_7, 13798.0
road_runner_j0_8, 10512.0
road_runner_j0_9, 11113.0
road_runner_j1_10, 4988.0
road_runner_j1_1, 24979.0
road_runner_j1_2, 7576.0
road_runner_j1_3, 8063.0
road_runner_j1_4, 12815.0
road_runner_j1_5, 22207.0
road_runner_j1_6, 1990.0
road_runner_j1_7, 15249.0
road_runner_j1_8, 9343.0
road_runner_j1_9, 22247.0
road_runner_j2_10, 13613.0
road_runner_j2_1, 7477.0
road_runner_j2_2, 7157.0
road_runner_j2_3, 13122.0
road_runner_j2_4, 7492.0
road_runner_j2_5, 18939.0
road_runner_j2_6, 1097.0
road_runner_j2_7, 16183.0
road_runner_j2_8, 5604.0
road_runner_j2_9, 15857.0
road_runner_j3_10, 8950.0
road_runner_j3_1, 21263.0
road_runner_j3_2, 14306.0
road_runner_j3_3, 14206.0
road_runner_j3_4, 8164.0
road_runner_j3_5, 16597.0
road_runner_j3_6, 13671.0
road_runner_j3_7, 24189.0
road_runner_j3_8, 4059.0
road_runner_j3_9, 19393.0
road_runner_j4_10, 1706.0
road_runner_j4_1, 16683.0
road_runner_j4_2, 18387.0
road_runner_j4_3, 16447.0
road_runner_j4_4, 16224.0
road_runner_j4_5, 8229.0
road_runner_j4_6, 1101.0
road_runner_j4_7, 25350.0
road_runner_j4_8, 16365.0
road_runner_j4_9, 8922.0
road_runner_j5_10, 14890.0
road_runner_j5_1, 29938.0
road_runner_j5_2, 11357.0
road_runner_j5_3, 15800.0
road_runner_j5_4, 17011.0
road_runner_j5_5, 21783.0
road_runner_j5_6, 7441.0
road_runner_j5_7, 13587.0
road_runner_j5_8, 13179.0
road_runner_j5_9, 18035.0
